text,label
cara membuat diri bahagia tanpa orang membuat bahagia sekarang setelah pergi merasa sedih sudah dua bulan sekarang tetapi tampaknya dapat tetap baik baik saja mandiri,Parenting/Keluarga
cara membuat diri bahagia tanpa orang membuat bahagia sekarang setelah pergi merasa sedih sudah dua bulan sekarang tetapi tampaknya dapat tetap baik baik saja mandiri,Parenting/Keluarga
merasa seperti berteriak secara internal sepanjang waktu secara eksternal tenang tetapi memiliki emosi intens dapat diidentifikasi ini secara konstan merasa sedih banyak menangis merasa agak jauh secara emosional selain teriakan internal rasanya seperti binatang dikurung,Karier/Motivasi
merasa seperti berteriak secara internal sepanjang waktu secara eksternal tenang tetapi memiliki emosi intens dapat diidentifikasi ini secara konstan merasa sedih banyak menangis merasa agak jauh secara emosional selain teriakan internal rasanya seperti binatang dikurung,Karier/Motivasi
merasa seperti berteriak secara internal sepanjang waktu secara eksternal tenang tetapi memiliki emosi intens dapat diidentifikasi ini secara konstan merasa sedih banyak menangis merasa agak jauh secara emosional selain teriakan internal rasanya seperti binatang dikurung,Karier/Motivasi
pernah berbicara orang tua orang tua berusia enam puluhan saat masih remaja suka berdua tetapi kepribadian merasa bahwa menganggap serius setiap kali berbicara tentang peristiwa serius hidup jika ayah mempercayai maka ibu pergi bersama ayah bertindak seolah dia juga mempercayai seorang panseksual tetapi mempercayai orang tua sendiri telah melawan depresi menang namun stres kecemasan membunuh merasa teman teman mendengarkan tahu memiliki masalah sendiri lakukan terbaik membantu tetapi selalu berusaha membantu milik ketika benar benar membutuhkannya merasa seolah olah masa kecil telah diambil merasa seolah olah memiliki orang percayai,Karier/Motivasi
pernah berbicara orang tua orang tua berusia enam puluhan saat masih remaja suka berdua tetapi kepribadian merasa bahwa menganggap serius setiap kali berbicara tentang peristiwa serius hidup jika ayah mempercayai maka ibu pergi bersama ayah bertindak seolah dia juga mempercayai seorang panseksual tetapi mempercayai orang tua sendiri telah melawan depresi menang namun stres kecemasan membunuh merasa teman teman mendengarkan tahu memiliki masalah sendiri lakukan terbaik membantu tetapi selalu berusaha membantu milik ketika benar benar membutuhkannya merasa seolah olah masa kecil telah diambil merasa seolah olah memiliki orang percayai,Karier/Motivasi
pernah berbicara orang tua orang tua berusia enam puluhan saat masih remaja suka berdua tetapi kepribadian merasa bahwa menganggap serius setiap kali berbicara tentang peristiwa serius hidup jika ayah mempercayai maka ibu pergi bersama ayah bertindak seolah dia juga mempercayai seorang panseksual tetapi mempercayai orang tua sendiri telah melawan depresi menang namun stres kecemasan membunuh merasa teman teman mendengarkan tahu memiliki masalah sendiri lakukan terbaik membantu tetapi selalu berusaha membantu milik ketika benar benar membutuhkannya merasa seolah olah masa kecil telah diambil merasa seolah olah memiliki orang percayai,Karier/Motivasi
pernah berbicara orang tua orang tua berusia enam puluhan saat masih remaja suka berdua tetapi kepribadian merasa bahwa menganggap serius setiap kali berbicara tentang peristiwa serius hidup jika ayah mempercayai maka ibu pergi bersama ayah bertindak seolah dia juga mempercayai seorang panseksual tetapi mempercayai orang tua sendiri telah melawan depresi menang namun stres kecemasan membunuh merasa teman teman mendengarkan tahu memiliki masalah sendiri lakukan terbaik membantu tetapi selalu berusaha membantu milik ketika benar benar membutuhkannya merasa seolah olah masa kecil telah diambil merasa seolah olah memiliki orang percayai,Karier/Motivasi
pernah berbicara orang tua orang tua berusia enam puluhan saat masih remaja suka berdua tetapi kepribadian merasa bahwa menganggap serius setiap kali berbicara tentang peristiwa serius hidup jika ayah mempercayai maka ibu pergi bersama ayah bertindak seolah dia juga mempercayai seorang panseksual tetapi mempercayai orang tua sendiri telah melawan depresi menang namun stres kecemasan membunuh merasa teman teman mendengarkan tahu memiliki masalah sendiri lakukan terbaik membantu tetapi selalu berusaha membantu milik ketika benar benar membutuhkannya merasa seolah olah masa kecil telah diambil merasa seolah olah memiliki orang percayai,Karier/Motivasi
pernah berbicara orang tua orang tua berusia enam puluhan saat masih remaja suka berdua tetapi kepribadian merasa bahwa menganggap serius setiap kali berbicara tentang peristiwa serius hidup jika ayah mempercayai maka ibu pergi bersama ayah bertindak seolah dia juga mempercayai seorang panseksual tetapi mempercayai orang tua sendiri telah melawan depresi menang namun stres kecemasan membunuh merasa teman teman mendengarkan tahu memiliki masalah sendiri lakukan terbaik membantu tetapi selalu berusaha membantu milik ketika benar benar membutuhkannya merasa seolah olah masa kecil telah diambil merasa seolah olah memiliki orang percayai,Karier/Motivasi
pernah berbicara orang tua orang tua berusia enam puluhan saat masih remaja suka berdua tetapi kepribadian merasa bahwa menganggap serius setiap kali berbicara tentang peristiwa serius hidup jika ayah mempercayai maka ibu pergi bersama ayah bertindak seolah dia juga mempercayai seorang panseksual tetapi mempercayai orang tua sendiri telah melawan depresi menang namun stres kecemasan membunuh merasa teman teman mendengarkan tahu memiliki masalah sendiri lakukan terbaik membantu tetapi selalu berusaha membantu milik ketika benar benar membutuhkannya merasa seolah olah masa kecil telah diambil merasa seolah olah memiliki orang percayai,Karier/Motivasi
tahu lagi menjelaskannya katakan bahwa merasa kosong merasakan cara berhenti merasakan hal ini,Pendidikan
tahu lagi menjelaskannya katakan bahwa merasa kosong merasakan cara berhenti merasakan hal ini,Pendidikan
orang orang merupakan tokoh orang tua hidup masa lalu menyakiti beberapa terus melakukannya membuat merasa seperti cukup baik suami atau kehidupan dia berikan kepada memiliki pekerjaan tetapi mengalami banyak sampah masa lalu mencoba mencari tahu kapan semuanya salah setiap kali mengemukakan hal hal ini diharapkan mengatasi masalah ini ini orang orang anda hentikan begitu saja tetapi pernah menerima permintaan maaf atas begitu banyak rasa sakit tahu harus berbuat lagi tahu siapa lagi,Relasi Sosial
orang orang merupakan tokoh orang tua hidup masa lalu menyakiti beberapa terus melakukannya membuat merasa seperti cukup baik suami atau kehidupan dia berikan kepada memiliki pekerjaan tetapi mengalami banyak sampah masa lalu mencoba mencari tahu kapan semuanya salah setiap kali mengemukakan hal hal ini diharapkan mengatasi masalah ini ini orang orang anda hentikan begitu saja tetapi pernah menerima permintaan maaf atas begitu banyak rasa sakit tahu harus berbuat lagi tahu siapa lagi,Relasi Sosial
mengalami kesulitan sangat sulit sangat tertekan orang tua bercerai banyak hal buruk terjadi ingin menidurkan diri,Karier/Motivasi
mengalami kesulitan sangat sulit sangat tertekan orang tua bercerai banyak hal buruk terjadi ingin menidurkan diri,Karier/Motivasi
depresi sudah lama terulang kembali semuanya dimulai ketika diintimidasi sekolah menengah kelas sembilan kepala sekolah mengatakan kepada bahwa perlu tinggal rumah selama beberapa hari melindungi diri sementara dia berbicara teman sekelas membutuhkan bantuan profesional stres memiliki mantra menangis tekanan pergi sekolah menghadapi teman sekelas setelah baik baik saja selama beberapa tahun memasuki tahun pertama kuliah program sangat sulit tuntutan tinggi pekerjaan diharapkan percaya depresi diboot ulang sana stres mulai memotong diri sendiri seorang teman saat memberi tahu dia biasa melakukan hal sama dulu terasa baik untuknya jelas bukan pilihan tepat menyesal pernah melakukan melihat meskipun lagi merugikan diri sendiri selalu melihat belakang waktu setiap kali merasa sangat stres memiliki masalah besar menangani masalah hidup setiap kali ada masalah merasa stres merasa putus asa seolah olah menjadi lebih baik menjadi terlalu stres masalah mengarah banyak bereaksi berlebihan terutama ketika berbicara orang lain kemudian mengarah depresi mengalami kesulitan mengatasi stres tahu bahwa jika menanganinya mudah maka sedih sepanjang waktu mengatakan melakukan hal benar alih alih bereaksi berlebihan terhadap orang cintai,Relasi Sosial
telah mengalami depresi cukup lama sudah mencoba mengatasinya pacar telah menjadi batu sejujurnya dia satu satunya orang cukup percayai berbicara tentang pun tetapi dia memutuskan putus depresi mampu menemui terapis atau pun dia melihat harapan tetap bersama asuransi memiliki dapat dikurangkan kacau memiliki segalanya mulai pikiran bunuh diri hingga mencoba berhenti pekerjaan punya siapa siapa keluarga peduli mengusir ketika berusia tahun beberapa tahun lalu punya teman tetapi semua pindah hidup punya waktu mantan pacar berusaha membantu tetapi membuat segalanya lebih buruk setiap kali melihat atau mendengarnya menangis menemukan bahwa pernah dipromosikan sekarang depresi,Relasi Sosial
setelah pulang rumah sakit dia marah lalu sementara waktu luar biasa sekarang dia depresi putus asa lagi,Relasi Sosial
setelah pulang rumah sakit dia marah lalu sementara waktu luar biasa sekarang dia depresi putus asa lagi,Relasi Sosial
setelah pulang rumah sakit dia marah lalu sementara waktu luar biasa sekarang dia depresi putus asa lagi,Relasi Sosial
setelah pulang rumah sakit dia marah lalu sementara waktu luar biasa sekarang dia depresi putus asa lagi,Relasi Sosial
setelah pulang rumah sakit dia marah lalu sementara waktu luar biasa sekarang dia depresi putus asa lagi,Relasi Sosial
setelah pulang rumah sakit dia marah lalu sementara waktu luar biasa sekarang dia depresi putus asa lagi,Relasi Sosial
setelah pulang rumah sakit dia marah lalu sementara waktu luar biasa sekarang dia depresi putus asa lagi,Relasi Sosial
setelah pulang rumah sakit dia marah lalu sementara waktu luar biasa sekarang dia depresi putus asa lagi,Relasi Sosial
setelah pulang rumah sakit dia marah lalu sementara waktu luar biasa sekarang dia depresi putus asa lagi,Relasi Sosial
selalu merasa seperti melakukan sesuatu salah semua lakukan jelek ingin menangis sepanjang waktu makan atau tidur,Parenting/Keluarga
lagi membawa ekspresi wajah emosi berkurang semakin banyak perkelahian tunangan,Parenting/Keluarga
lagi membawa ekspresi wajah emosi berkurang semakin banyak perkelahian tunangan,Parenting/Keluarga
depresi telah bertahun tahun menyembunyikannya semua orang takut reaksi dapatkan terakhir kali mencoba memberi tahu orang tua argumen besar tentang terlalu muda mengalami depresi orang dewasa sah memanggil tahu berterima kasih mengatakan kepada bahwa jika dapat menangani sesuatu sekarang hanya menjadi lebih buruk masa depan ternyata benar melelahkan berpura pura baik baik saja tahu berapa lama lagi mencoba benar benar lelah sayangnya mampu membayar bantuan butuhkan sendiri,Kesehatan Mental
depresi telah bertahun tahun menyembunyikannya semua orang takut reaksi dapatkan terakhir kali mencoba memberi tahu orang tua argumen besar tentang terlalu muda mengalami depresi orang dewasa sah memanggil tahu berterima kasih mengatakan kepada bahwa jika dapat menangani sesuatu sekarang hanya menjadi lebih buruk masa depan ternyata benar melelahkan berpura pura baik baik saja tahu berapa lama lagi mencoba benar benar lelah sayangnya mampu membayar bantuan butuhkan sendiri,Kesehatan Mental
mengalami kecemasan depresi mengerikan sudah mencoba berbagai terapis pil tetapi ada membantu,Pendidikan
mengalami kecemasan depresi mengerikan sudah mencoba berbagai terapis pil tetapi ada membantu,Pendidikan
berusia awal an telah bekerja sejak dua bulan setelah berusia tahun punya rencana menjadi tukang listrik atau mengoperasikan mesin berat memiliki tujuan tetapi melakukan pun mencoba bertemu merasa hanya ingin kehidupan lebih baik tunangan anak anak daripada,Relasi Sosial
dia bilang dia mencoba dia pernah melakukannya sudah sembilan bulan ini membuat lebih buruk hari ini dia bilang aku harus menghormati keputusan pun dia buat apakah benar apakah seharusnya menghormati keputusan pergi dia menangani alami meninggalkan sini menangis khawatir setiap malam dia terus menerus mengubah pikirannya jika dia ingin menyelesaikannya,Parenting/Keluarga
dia bilang dia mencoba dia pernah melakukannya sudah sembilan bulan ini membuat lebih buruk hari ini dia bilang aku harus menghormati keputusan pun dia buat apakah benar apakah seharusnya menghormati keputusan pergi dia menangani alami meninggalkan sini menangis khawatir setiap malam dia terus menerus mengubah pikirannya jika dia ingin menyelesaikannya,Parenting/Keluarga
dia bilang dia mencoba dia pernah melakukannya sudah sembilan bulan ini membuat lebih buruk hari ini dia bilang aku harus menghormati keputusan pun dia buat apakah benar apakah seharusnya menghormati keputusan pergi dia menangani alami meninggalkan sini menangis khawatir setiap malam dia terus menerus mengubah pikirannya jika dia ingin menyelesaikannya,Parenting/Keluarga
dia bilang dia mencoba dia pernah melakukannya sudah sembilan bulan ini membuat lebih buruk hari ini dia bilang aku harus menghormati keputusan pun dia buat apakah benar apakah seharusnya menghormati keputusan pergi dia menangani alami meninggalkan sini menangis khawatir setiap malam dia terus menerus mengubah pikirannya jika dia ingin menyelesaikannya,Parenting/Keluarga
dia bilang dia mencoba dia pernah melakukannya sudah sembilan bulan ini membuat lebih buruk hari ini dia bilang aku harus menghormati keputusan pun dia buat apakah benar apakah seharusnya menghormati keputusan pergi dia menangani alami meninggalkan sini menangis khawatir setiap malam dia terus menerus mengubah pikirannya jika dia ingin menyelesaikannya,Parenting/Keluarga
dia bilang dia mencoba dia pernah melakukannya sudah sembilan bulan ini membuat lebih buruk hari ini dia bilang aku harus menghormati keputusan pun dia buat apakah benar apakah seharusnya menghormati keputusan pergi dia menangani alami meninggalkan sini menangis khawatir setiap malam dia terus menerus mengubah pikirannya jika dia ingin menyelesaikannya,Parenting/Keluarga
berusia akhir an pernah mencintai atau dicintai membutuhkan bantuan lebih daripada ditawarkan kota kecil tetapi dapat meninggalkan kota ini agorafobia menemukan diri kehilangan harapan semakin banyak otak nyaris bekerja lagi ingatan sangat kecil lupa sebentar lagi memiliki tujuan mampu bekerja atau pun bernilai pernah melakukannya buang buang waktu sumber daya namun terus berusaha tuhan bersikeras bahwa terus ada bukan bunuh diri hanya lelah,Relasi Sosial
berusia akhir an pernah mencintai atau dicintai membutuhkan bantuan lebih daripada ditawarkan kota kecil tetapi dapat meninggalkan kota ini agorafobia menemukan diri kehilangan harapan semakin banyak otak nyaris bekerja lagi ingatan sangat kecil lupa sebentar lagi memiliki tujuan mampu bekerja atau pun bernilai pernah melakukannya buang buang waktu sumber daya namun terus berusaha tuhan bersikeras bahwa terus ada bukan bunuh diri hanya lelah,Relasi Sosial
kedua orang tua bunuh diri bersama orang menemukan menderita depresi luar biasa memiliki efek ekstrem kehidupan seks suami dia mengerti sama sekali selalu membuat merasa sangat nyaman tentang seks,Parenting/Keluarga
memiliki gangguan bipolar gangguan kepribadian paranoid gangguan stres pascatrauma kecemasan gangguan obsesifkompulsif terakhir melukai diri sendiri seminggu lalu ketika stres kewalahan terluka atau marah keinginan melukai diri sendiri pikirkan mencoba mencari bantuan,Kesehatan Mental
menekankan semuanya jika memiliki waktu berkualitas cukup pacar mulai merasakan kebencian terhadapnya dia memiliki tiga anak anak anak hebat tetapi menemukan kami punya banyak waktu bersama mogok mudah mendapati diri depresi,Relasi Sosial
telah jatuh depresi mendalam mana berfungsi siang malam hari satu satunya waktu damai saat tidur jika bersama teman keluarga tempat kerja terutama sendirian berpikir jernih lagi merasa seperti diri sendiri,Relasi Sosial
telah jatuh depresi mendalam mana berfungsi siang malam hari satu satunya waktu damai saat tidur jika bersama teman keluarga tempat kerja terutama sendirian berpikir jernih lagi merasa seperti diri sendiri,Relasi Sosial
cukup yakin mengalami depresi kecemasan juga memiliki suara kepala mengalami masalah tidur juga sudah didiagnosis gangguan attentiondeficit gangguan obsesifkompulsif telah melukai diri sendiri akhir dulunya bunuh diri cara memberi tahu ini meminta terapi,Relasi Sosial
cukup yakin mengalami depresi kecemasan juga memiliki suara kepala mengalami masalah tidur juga sudah didiagnosis gangguan attentiondeficit gangguan obsesifkompulsif telah melukai diri sendiri akhir dulunya bunuh diri cara memberi tahu ini meminta terapi,Relasi Sosial
cukup yakin mengalami depresi kecemasan juga memiliki suara kepala mengalami masalah tidur juga sudah didiagnosis gangguan attentiondeficit gangguan obsesifkompulsif telah melukai diri sendiri akhir dulunya bunuh diri cara memberi tahu ini meminta terapi,Relasi Sosial
depresi baru baru ini putus ini seperti setiap pria suka hanya menginginkan berhubungan seks pikir jelek kadang kadang hanya ingin mati memiliki seorang putra menjadi sangat besar ketika hamil memiliki tanda stretch perut,Parenting/Keluarga
sama lagi tahu kembali siapa sedih bingung marah lelah tidur nyenyak,Karier/Motivasi
selama bertahun tahun perlahan kehilangan segalanya pekerjaan mobil kebebasan uang seorang ibu tinggal rumah menghasilkan uang memiliki mobil pernah keluar membersihkan sepanjang hari setiap hari,Relasi Sosial
punya waktu hidup atau menjaga diri waktu waktu tertentu menyebabkan depresi stres kecemasan tahu harus berbuat,Relasi Sosial
dua tahun lalu terpisah militer menjadi kontrak masalah medis secara emosional menghancurkan sekarang dasarnya membenci diri sendiri memalukan dipisahkan satu tempat membawa siapa pun keluarga telah berada angkatan bersenjata selalu menjadi impian melakukan ini sendiri lagi sekarang keluarga bahkan khawatir,Parenting/Keluarga
merasa tertekan meskipun bertindak seperti bahagia keluarga bertindak seperti bahagia anak melihat sedih bertindak seperti hidup kehidupan bahagia tetapi merasa sedih tertekan terkadang berpikir bunuh diri bahwa keluarga pantas mendapatkan seseorang lebih baik hanya menangis menulis buku semua perasaan ini,Karier/Motivasi
pikir mungkin menderita depresi mempengaruhi hidup tidur menggunakan asuransi orang tua membiarkan menemui terapis percaya,Relasi Sosial
ketika sedih sendirian ingin memotong diri sendiri,Karier/Motivasi
berhenti sebentar tetapi sudah mulai melakukannya lagi ini seperti kecanduan semakin mencoba berhenti semakin ingin melakukannya sudah mencoba melakukan beberapa hal katakan dilakukan seperti undian tetapi berhasil,Parenting/Keluarga
punya teman keluarga tinggal rumah bagus pergi sekolah menengah bagus mendapatkan nilai cukup bagus tetapi tahu sangat bahagia teman teman ini teman terbaik semua orang luar biasa namun selalu sedih merasa sendirian,Relasi Sosial
dulunya pria lucu grup badut kelas jika anda mau dulu tertawa tak terkendali sepanjang waktu bersosialisasi tanpa merasa canggung sekarang tertawa sama sekali mati,Relasi Sosial
mulai berpikir bahwa mungkin mengalami depresi masalahnya benar benar sedih bercanda teman barang barang tetapi sudah berhenti peduli pekerjaan sudah mulai berpikir bahwa hidup ada gunanya benar benar tahu apakah butuh bantuan atau jika hanya lelah atau sesuatu,Kesehatan Mental
sepuluh bulan terakhir telah diusir pindah sekitar tiga kali bekerja banyak pekerjaan berhenti sekolah menghasilkan uang jika ayah ibu sakit ditipu saat hamil kehilangan bayi memiliki masalah hubungan dikhianati mendapatkan pekerjaan punya teman merasa kesepian terisolasi sudah berurusan semua ini sendirian,Relasi Sosial
merasa berharga dipahami sangat frustrasi ingin memecahkan sesuatu memukul diri sendiri melarikan diri menendang menjerit menangis hanya ingin bahagia keluar lagi ingin merawat putri hidup nyaman,Parenting/Keluarga
terus merasa lumpuh yakin selama wawancara pekerjaan sebelumnya telah memecat kurangnya kinerja lima pengusaha telah menolak setelah tes kepribadian luas wawancara takut melanjutkan depresi semakin buruk sudah dipermalukan bekerja agensi temp meragukan harga diri penyedia keluarga,Relasi Sosial
merasa seperti kondisi pikiran baik sangat gelisah jiwa senang diri sendiri atau keputusan buat membuat senang orang lain merasa seperti kegagalan hampir setiap hari merasa seperti pandai lagi merasa kurang seseorang,Relasi Sosial
yakin apakah depresi tahu membawanya orang tua membuat sengsara,Kesehatan Mental
yakin apakah depresi tahu membawanya orang tua membuat sengsara,Kesehatan Mental
yakin apakah depresi tahu membawanya orang tua membuat sengsara,Kesehatan Mental
sama sekali ada hubungannya hidup tetapi berbaring tempat tidur ponsel atau hangout satu teman punya pekerjaan keluarga termasuk pun punya banyak teman ada hubungannya selain pergi telepon rindu berbicara orang secara langsung bukan online bahkan berbicara keluarga secara langsung bahkan ruangan lain,Karier/Motivasi
motivasi telah hilang sulit bangun tempat tidur benar benar tahu harus berbuat lagi sengsara kecemasan depresi telah mengambil alih hidup,Relasi Sosial
motivasi telah hilang sulit bangun tempat tidur benar benar tahu harus berbuat lagi sengsara kecemasan depresi telah mengambil alih hidup,Relasi Sosial
motivasi telah hilang sulit bangun tempat tidur benar benar tahu harus berbuat lagi sengsara kecemasan depresi telah mengambil alih hidup,Relasi Sosial
banyak tidur musik mengubah suasana hati menangis setiap hari rabu pikiran seperti labirin bahkan tersesat biasanya merasakan emosi sebenarnya tetapi sebaliknya mendapatkan palsu,Parenting/Keluarga
memiliki balita kembar mengalami kematian orang dicintai sebelum melahirkan mengalami perpisahan mengerikan sang ayah orang orang mengatakan kepadanya bahwa dia menggunakan mendapatkan uang mantan pacar mengalami kehancuran ekstrem setiap hari selama tiga tahun selalu sendirian tanpa teman,Kesehatan Mental
menjalani kehidupan normal punya banyak teman keluarga tetapi merasa kesepian,Parenting/Keluarga
mulai kecemasan tiga bulan lalu baru mengalami kecemasan membuat tertekan,Relasi Sosial
mulai kecemasan tiga bulan lalu baru mengalami kecemasan membuat tertekan,Relasi Sosial
mulai kecemasan tiga bulan lalu baru mengalami kecemasan membuat tertekan,Relasi Sosial
punya teman ada hobi ada minat pun merasa kesal segalanya semua orang selalu lelah tidur jam atau jam masih lelah tahu harus berbuat apakah ini normal,Karier/Motivasi
memiliki banyak hal pikiran tetapi ingin lakukan hanyalah tetap terkunci kamar bersosialisasi siapa pun merasa begitu sendirian,Parenting/Keluarga
memiliki banyak hal pikiran tetapi ingin lakukan hanyalah tetap terkunci kamar bersosialisasi siapa pun merasa begitu sendirian,Parenting/Keluarga
memiliki banyak hal pikiran tetapi ingin lakukan hanyalah tetap terkunci kamar bersosialisasi siapa pun merasa begitu sendirian,Parenting/Keluarga
merasa marah cemas tertekan ptsd derita hubungan masa lalu,Karier/Motivasi
telah mengalami gangguan stres pascatrauma selama bertahun tahun tanpa orang tua mengetahuinya ingin mengatasinya tetapi sangat jelas sepertinya terjadi lagi takut paranoid mengalami depresi telah perjuangkan sejak usia muda,Kesehatan Mental
telah mengalami gangguan stres pascatrauma selama bertahun tahun tanpa orang tua mengetahuinya ingin mengatasinya tetapi sangat jelas sepertinya terjadi lagi takut paranoid mengalami depresi telah perjuangkan sejak usia muda,Kesehatan Mental
telah mengalami gangguan stres pascatrauma selama bertahun tahun tanpa orang tua mengetahuinya ingin mengatasinya tetapi sangat jelas sepertinya terjadi lagi takut paranoid mengalami depresi telah perjuangkan sejak usia muda,Kesehatan Mental
telah mengalami gangguan stres pascatrauma selama bertahun tahun tanpa orang tua mengetahuinya ingin mengatasinya tetapi sangat jelas sepertinya terjadi lagi takut paranoid mengalami depresi telah perjuangkan sejak usia muda,Kesehatan Mental
ayah meninggal ketika masih remaja pernah mendapat bantuan lima tahun kemudian merasa menanganinya lagi,Kesehatan Mental
seorang ibu tunggal seorang anak dianiaya pacar ibu pernah mengenal ayah mulai memiliki anak usia tahun setelah sekolah menengah setelah memiliki anak benar benar kehilangan diri memberikan semua fokus anak anak sekarang anak anak semakin tua tetapi masih belum mengenal diri sendiri telah melakukan beberapa upaya hubungan semua gagal banyak berhenti peduli setelah ayah anak anak meninggalkan jatuh spiral mengalami depresi,Relasi Sosial
selalu melihat akhir terburuk pacar berbicara bersumpah dia meninggalkan terus gagal tes jalan melihat masa depan hancur punya keinginan teman mendorong sahabat setelah natal punya keinginan memperbaikinya atau mendapatkan teman baru bibiku mati aku menangis sepanjang waktu bahkan jika aku membakar makan siang,Kesehatan Mental
sangat ingin pergi sekolah menengah takut orang katakan tentang ketika sekolah dimulai bertingkah seperti diri pendiam biasanya berbicara siapa pun punya teman kemudian beberapa tahun kemudian nenek meninggal benar benar menjadi depresi berhenti bersekolah sebentar membenci diri sendiri masih melakukannya hanya butuh bantuan membutuhkan seseorang merawat membutuhkan seseorang menunjukkan bahwa peduli,Kesehatan Mental
berada situasi seorang pria dia teman saudara laki laki seperti saudara laki laki bagi dia mengundang nongkrong kemudian mendatangi langsung ketakutan mengatakan menyerah tahu salah tahu takut mengatakan ini memberi banyak rasa bersalah depresi,Pendidikan
orang orang telah memanggil nama sudah cukup tahan lagi sudah selesai telah memberi tahu seseorang ini itulah sebabnya menulis ini pikirannya mengerikan,Parenting/Keluarga
hidup benar benar normal namun merasa kosong merasa seolah olah sudah tahu hidup mereproduksi mati,Karier/Motivasi
hampir pernah bahagia setengah waktu merasakan merasa mudah membuat diri merasakan tahu mendorong orang menjauh lebih mudah hanya ingin jawaban muak merasa seperti ini merusak hubungan orang orang,Pendidikan
hampir pernah bahagia setengah waktu merasakan merasa mudah membuat diri merasakan tahu mendorong orang menjauh lebih mudah hanya ingin jawaban muak merasa seperti ini merusak hubungan orang orang,Pendidikan
suami berada tempat mengerikan sebagian ingin memperbaikinya tetapi kemudian terjebak tahu mengomunikasikan perasaan kepadanya dia selalu merasa menyalahkannya terkadang perasaan percaya begitu kuat merasa pasti datang sesuatu dia lakukan tetapi kadang kadang tahu rasional namun menghentikan kecemasan separuh waktu lainnya hanya ingin pergi tetapi merasa hanya menjadi perbaikan sementara,Parenting/Keluarga
pergi merasa seperti menjadi gila apakah pernah berhenti bisakah menjadi gejala obat,Pendidikan
pergi merasa seperti menjadi gila apakah pernah berhenti bisakah menjadi gejala obat,Pendidikan
seorang gadis aku jatuh cinta kami berkencan selama lebih setahun bahkan berbicara tentang pernikahan rencana masa depan bersama dia pindah sekolah kami mencoba hubungan jarak jauh kami akhirnya putus sudah setahun sekarang masih belum kehilangan perasaan padanya masih mencintainya cara sama seperti menderita depresi sejak putus cinta dapat terhubung orang lain merusak hidup,Relasi Sosial
sangat marah tahu mengendalikan diri pacar berteriak kepada sepanjang waktu kadang kadang tahu menghadapi kehidupan sangat tertekan marah merasa tersesat,Parenting/Keluarga
telah mengalami masalah berkelanjutan ini sebagian besar hidup sekarang seorang dewasa muda saat ini mengemudi bahkan menjadi penumpang memberi serangan panik mengerikan kecemasan naik kursi belakang atau kursi depan sabuk pengaman harus sedikit menyandarkan kursi belakang tekanan punggung membuatku takut merindukan begitu banyak kesempatan pergi tempat bersama teman keluarga ketakutan mengalami serangan panik keluarga menawarkan sedikit atau ada dukungan pikir palsu atau semua kepalaku membuat merasa bersalah kadang kadang tertekan titik mana lebih suka pernah bangun lagi merugikan diri sendiri hanya merasa ada artinya ketakutan terus menerus ini telah mengambil alih pikiran hidup orang sangat bahagia ingin hidup kembali ingin bepergian teman keluarga lagi tetapi tahu caranya hampir menyerah harapan menjadi lebih baik hanya menerima kenyataan bahwa hidup kecemasan ini selamanya,Relasi Sosial
bangkrut tetapi yakin telah mengalami depresi selama beberapa tahun terakhir selalu memiliki kecemasan hanya membutuhkan seseorang diajak bicara sekarang punya teman atau keluarga ajak bicara hampir menyerah,Relasi Sosial
tahu memiliki emosi pernah memiliki kelahiran menjadi manusia menganggap diri monster menikmati rasa sakit memotong diri klimaks saat berhubungan seks pikir sebagian besar waktu berbohong bahkan ketika kadang kadang mudah hanya mengatakan sebenarnya sedang rehabilitasi selama empat tahun telah bercinta pria wanita tetapi berdampak emosi buku buku sukai membaca hp lovecraft edgar allen poe pergi berburu setiap hari sabtu merasa kuat menikmati pembunuhan makhluk tetapi perburuannya makan minum daging darah makhluk,Relasi Sosial
sendiri putri sangat khawatir stres tentang dia,Parenting/Keluarga
baru saja memiliki bayi baru lahir ketika membawanya pulang ibu menyuruh pergi sekarang rumah wanita sering melihat pacar dia bekerja tempat wanita membantu menemukan apartemen sehingga kembali bekerja mendapatkan penitipan anak,Relasi Sosial
telah mengalami siklus depresi selama empat tahun terakhir menghantam lebih keras setiap kali kembali waktu lalu ini sangat melemahkan melanjutkan wellbutrin merasakan efek obat setelah minggu pertama satu setengah bulan kemudian memutuskan bahwa depresi disebabkan keengganan sendiri bergerak maju mengatasi perilaku pikiran membuat tetap putus asa menjadi khawatir bahwa obat membuat puas melarang mencari tahu butuhkan hidup mengembalikan kepuasan sejati berhenti mengambilnya sebulan lalu merasa baik baik saja banyak kecemasan dipasangkan telah hilang namun masih merasa rasa diri telah sepenuhnya diperoleh kembali memiliki harihari mana merasakan kabut seperti zombie memiliki minat atau kemampuan berkonsentrasi penuh pun apakah lebih baik terus membiarkan waktu kebiasaan baik menyelesaikan depresi tersisa atau haruskah kembali obatnya,Karier/Motivasi
sekolah rasanya seperti kehilangan semua teman sangat aneh pola tidur dulu memotong diri sendiri benar benar ingin lagi tetapi berganti ruang ganti ingin ada orang melihatnya mendapat detak mudah bereaksi berlebihan malam hari sangat tertekan mendengarkan musik menyedihkan semua hal semacam tolong bantu hanya ingin bahagia lagi merasa seperti mulai memalsukan senyum sekolah,Pendidikan
